row_id,fixture_id,gameweek,team,team_short,opponent,opponent_short,venue,official_fdr,goals_for,goals_against,goal_difference,xg,xga,xg_difference,global_gd_quintile,global_xgd_quintile,team_gd_quintile,team_xgd_quintile,pre_match_xg_baseline,xg_factor_vs_team_median,defensive_factor_vs_team_median
225:8,225,23,Crystal Palace,CRY,Chelsea,CHE,H,3,1,3,-2,1.77,2.2,-0.43000000000000016,5,4,5,4,1.5251094276094275,1.1382636655948553,0.6295454545454545
225:7,225,23,Chelsea,CHE,Crystal Palace,CRY,A,3,3,1,2,2.2,1.77,0.43000000000000016,1,2,2,3,1.6962205387205387,1.345565749235474,0.7146892655367232
229:15,229,23,Newcastle,NEW,Aston Villa,AVL,H,3,0,2,-2,2.18,1.16,1.0200000000000002,5,2,5,1,1.4506649831649827,1.4880546075085326,1.1293103448275863
229:2,229,23,Aston Villa,AVL,Newcastle,NEW,A,3,2,0,2,1.16,2.18,-1.0200000000000002,1,4,1,5,1.2551094276094277,1.031111111111111,0.5779816513761468
221:1,221,23,Arsenal,ARS,Man Utd,MUN,H,3,2,3,-1,1.19,0.71,0.48,4,2,5,4,1.6865909090909095,0.6742209631728044,0.7957746478873239
221:14,221,23,Man Utd,MUN,Arsenal,ARS,A,5,3,2,1,0.71,1.19,-0.48,2,4,2,4,1.7469612794612797,0.4580645161290322,0.9621848739495799
226:9,226,23,Everton,EVE,Leeds,LEE,H,2,1,1,0,0.6,1.23,-0.63,3,4,3,3,1.1506649831649833,0.5633802816901409,1.170731707317073
226:11,226,23,Leeds,LEE,Everton,EVE,A,3,1,1,0,1.23,0.6,0.63,3,2,3,2,1.4451094276094276,0.8571428571428571,2.166666666666667
232:6,232,24,Brighton,BHA,Everton,EVE,H,3,1,1,0,1.44,1.2,0.24,3,3,4,3,1.5132298136645963,0.9965397923875433,0.9833333333333333
232:9,232,24,Everton,EVE,Brighton,BHA,A,4,1,1,0,1.2,1.44,-0.24,3,3,3,3,1.1307298136645965,1.1267605633802817,1.0
234:11,234,24,Leeds,LEE,Arsenal,ARS,H,4,0,4,-4,0.15,2.19,-2.04,5,5,5,5,1.4371583850931677,0.10452961672473866,0.5936073059360731
234:1,234,24,Arsenal,ARS,Leeds,LEE,A,3,4,0,4,2.19,0.15,2.04,1,1,1,1,1.6685869565217393,1.2407932011331444,3.7666666666666666
240:20,240,24,Wolves,WOL,Bournemouth,BOU,H,3,0,2,-2,1.38,1.36,0.019999999999999796,5,3,4,2,0.9696583850931678,1.9034482758620688,0.974264705882353
240:4,240,24,Bournemouth,BOU,Wolves,WOL,A,2,2,0,2,1.36,1.38,-0.019999999999999796,1,3,1,4,1.5407298136645964,0.85,0.9710144927536233
233:7,233,24,Chelsea,CHE,West Ham,WHU,H,2,3,2,1,2.7,1.12,1.58,2,1,2,1,1.7139440993788821,1.651376146788991,1.1294642857142858
233:19,233,24,West Ham,WHU,Chelsea,CHE,A,3,2,3,-1,1.12,2.7,-1.58,4,5,4,4,1.1693012422360247,1.1144278606965177,0.5351851851851851
235:12,235,24,Liverpool,LIV,Newcastle,NEW,H,3,4,1,3,2.28,0.36,1.92,1,1,1,1,1.538944099378882,1.4568690095846644,2.9305555555555562
235:15,235,24,Newcastle,NEW,Liverpool,LIV,A,4,1,4,-3,0.36,2.28,-1.92,5,5,5,5,1.4764440993788817,0.24573378839590446,0.574561403508772
231:2,231,24,Aston Villa,AVL,Brentford,BRE,H,3,0,1,-1,2.4,0.38,2.02,4,1,4,1,1.251444099378882,2.1333333333333333,3.3157894736842106
231:5,231,24,Brentford,BRE,Aston Villa,AVL,A,4,1,0,1,0.38,2.4,-2.02,2,5,2,5,1.5964440993788822,0.2508250825082508,0.5520833333333335
236:14,236,24,Man Utd,MUN,Fulham,FUL,H,3,3,2,1,1.79,1.94,-0.1499999999999999,2,3,2,4,1.7096583850931677,1.1548387096774193,0.5902061855670103
236:10,236,24,Fulham,FUL,Man Utd,MUN,A,4,2,3,-1,1.94,1.79,0.1499999999999999,4,3,4,2,1.151444099378882,1.7399103139013452,0.7905027932960894
237:16,237,24,Nott'm Forest,NFO,Crystal Palace,CRY,H,3,1,1,0,0.49,1.9,-1.41,3,5,2,5,1.1760869565217391,0.44545454545454544,0.768421052631579
237:8,237,24,Crystal Palace,CRY,Nott'm Forest,NFO,A,3,1,1,0,1.9,0.49,1.41,3,1,3,1,1.533586956521739,1.2218649517684885,2.826530612244898
239:18,239,24,Spurs,TOT,Man City,MCI,H,4,2,2,0,1.05,2.08,-1.03,3,4,3,4,1.0975155279503108,1.0194174757281553,0.641826923076923
239:13,239,24,Man City,MCI,Spurs,TOT,A,3,2,2,0,2.08,1.05,1.03,3,2,4,3,1.7353726708074537,1.0322580645161292,0.9333333333333332
238:17,238,24,Sunderland,SUN,Burnley,BUR,H,1,3,0,3,1.47,0.06,1.41,1,1,1,1,0.9871583850931679,1.6896551724137931,22.75
238:3,238,24,Burnley,BUR,Sunderland,SUN,A,3,0,3,-3,0.06,1.47,-1.41,5,5,5,4,0.9643012422360248,0.06936416184971098,1.3605442176870748
246:11,246,25,Leeds,LEE,Nott'm Forest,NFO,H,3,3,1,2,2.5,1.33,1.17,1,1,1,1,1.3929094827586206,1.7421602787456445,0.9774436090225563
246:16,246,25,Nott'm Forest,NFO,Leeds,LEE,A,3,1,3,-2,1.33,2.5,-1.17,5,5,5,5,1.1525646551724138,1.209090909090909,0.584
248:14,248,25,Man Utd,MUN,Spurs,TOT,H,3,2,0,2,1.78,0.49,1.29,1,1,1,2,1.7125646551724139,1.1483870967741936,2.3367346938775513
248:18,248,25,Spurs,TOT,Man Utd,MUN,A,4,0,2,-2,0.49,1.78,-1.29,5,5,5,5,1.0960129310344828,0.4757281553398058,0.75
241:1,241,25,Arsenal,ARS,Sunderland,SUN,H,2,3,0,3,1.49,0.19,1.3,1,1,1,3,1.6867025862068965,0.8441926345609064,2.9736842105263155
241:17,241,25,Sunderland,SUN,Arsenal,ARS,A,5,0,3,-3,0.19,1.49,-1.3,5,5,5,4,1.0039439655172415,0.21839080459770116,0.9161073825503355
242:4,242,25,Bournemouth,BOU,Aston Villa,AVL,H,3,1,1,0,2.06,0.44,1.62,3,1,3,1,1.5346336206896554,1.2874999999999999,3.0454545454545454
242:2,242,25,Aston Villa,AVL,Bournemouth,BOU,A,4,1,1,0,0.44,2.06,-1.62,3,5,4,5,1.2911853448275863,0.39111111111111113,0.6116504854368932
244:3,244,25,Burnley,BUR,West Ham,WHU,H,2,0,2,-2,1.34,1.02,0.32000000000000006,5,2,4,1,0.9332543103448274,1.5491329479768787,1.9607843137254901
244:19,244,25,West Ham,WHU,Burnley,BUR,A,2,2,0,2,1.02,1.34,-0.32000000000000006,1,4,1,3,1.1677370689655173,1.0149253731343284,1.0783582089552237
245:10,245,25,Fulham,FUL,Everton,EVE,H,3,1,2,-1,1.97,1.88,0.09000000000000008,4,3,4,2,1.178771551724138,1.7668161434977578,0.7526595744680852
245:9,245,25,Everton,EVE,Fulham,FUL,A,3,2,1,1,1.88,1.97,-0.09000000000000008,2,3,2,2,1.1332543103448278,1.7652582159624413,0.7309644670050761
250:20,250,25,Wolves,WOL,Chelsea,CHE,H,3,1,3,-2,1.06,3.44,-2.38,5,5,4,5,0.9839439655172414,1.4620689655172414,0.38517441860465124
250:7,250,25,Chelsea,CHE,Wolves,WOL,A,2,3,1,2,3.44,1.06,2.38,1,1,2,1,1.7480818965517244,2.1039755351681957,1.1933962264150944
249:15,249,25,Newcastle,NEW,Brentford,BRE,H,3,2,3,-1,2.24,1.79,0.4500000000000002,4,2,4,3,1.438081896551724,1.5290102389078501,0.7318435754189945
249:5,249,25,Brentford,BRE,Newcastle,NEW,A,3,3,2,1,1.79,2.24,-0.4500000000000002,2,4,2,4,1.5546336206896554,1.1815181518151814,0.5915178571428572
243:6,243,25,Brighton,BHA,Crystal Palace,CRY,H,3,0,1,-1,0.74,1.16,-0.41999999999999993,4,4,4,4,1.5108405172413792,0.5121107266435987,1.0172413793103448
243:8,243,25,Crystal Palace,CRY,Brighton,BHA,A,4,1,0,1,1.16,0.74,0.41999999999999993,2,2,2,2,1.5463577586206894,0.7459807073954983,1.8716216216216217
247:12,247,25,Liverpool,LIV,Man City,MCI,H,4,1,2,-1,1.21,2.75,-1.54,4,5,5,5,1.5646336206896552,0.7731629392971247,0.3836363636363637
247:13,247,25,Man City,MCI,Liverpool,LIV,A,4,2,1,1,2.75,1.21,1.54,2,1,3,2,1.7473922413793106,1.3647642679900747,0.8099173553719008
253:7,253,26,Chelsea,CHE,Leeds,LEE,H,2,2,2,0,3.13,1.44,1.69,3,1,3,1,1.805646666666667,1.9143730886850152,0.8784722222222223
253:11,253,26,Leeds,LEE,Chelsea,CHE,A,3,2,2,0,1.44,3.13,-1.69,3,5,3,5,1.4309800000000001,1.0034843205574913,0.41533546325878595
255:9,255,26,Everton,EVE,Bournemouth,BOU,H,3,1,2,-1,2.94,1.34,1.5999999999999999,4,1,4,1,1.1593133333333336,2.76056338028169,1.0746268656716418
255:4,255,26,Bournemouth,BOU,Everton,EVE,A,3,2,1,1,1.34,2.94,-1.5999999999999999,2,5,2,5,1.5533133333333338,0.8375,0.45578231292517013
259:18,259,26,Spurs,TOT,Newcastle,NEW,H,3,1,2,-1,1.85,2.48,-0.6299999999999999,4,4,4,4,1.07698,1.796116504854369,0.5383064516129032
259:15,259,26,Newcastle,NEW,Spurs,TOT,A,3,2,1,1,2.48,1.85,0.6299999999999999,2,2,2,2,1.4659799999999998,1.6928327645051195,0.7081081081081081
260:19,260,26,West Ham,WHU,Man Utd,MUN,H,3,1,1,0,1.11,0.57,0.5400000000000001,3,2,2,2,1.16398,1.1044776119402988,2.5350877192982457
260:14,260,26,Man Utd,MUN,West Ham,WHU,A,3,1,1,0,0.57,1.11,-0.5400000000000001,3,4,4,4,1.7159800000000003,0.3677419354838709,1.0315315315315314
251:2,251,26,Aston Villa,AVL,Brighton,BHA,H,3,1,0,1,0.72,0.5,0.21999999999999997,2,3,3,2,1.26398,0.64,2.52
251:6,251,26,Brighton,BHA,Aston Villa,AVL,A,4,0,1,-1,0.5,0.72,-0.21999999999999997,4,3,4,4,1.4863133333333336,0.34602076124567477,1.6388888888888888
256:13,256,26,Man City,MCI,Fulham,FUL,H,3,3,0,3,1.37,1.42,-0.04999999999999982,1,3,1,4,1.7819800000000003,0.6799007444168736,0.6901408450704225
256:10,256,26,Fulham,FUL,Man City,MCI,A,5,0,3,-3,1.42,1.37,0.04999999999999982,5,3,5,3,1.2063133333333336,1.2735426008968609,1.032846715328467
257:16,257,26,Nott'm Forest,NFO,Wolves,WOL,H,1,0,0,0,2.55,0.42,2.13,3,1,3,1,1.1596466666666667,2.318181818181818,3.4761904761904763
257:20,257,26,Wolves,WOL,Nott'm Forest,NFO,A,3,0,0,0,0.42,2.55,-2.13,3,5,2,5,0.9876466666666668,0.5793103448275863,0.519607843137255
254:8,254,26,Crystal Palace,CRY,Burnley,BUR,H,1,2,3,-1,1.8,0.53,1.27,4,1,4,1,1.5346466666666665,1.157556270096463,2.6132075471698113
254:3,254,26,Burnley,BUR,Crystal Palace,CRY,A,3,3,2,1,0.53,1.8,-1.27,2,5,1,3,0.9479799999999999,0.6127167630057804,1.1111111111111112
258:17,258,26,Sunderland,SUN,Liverpool,LIV,H,3,0,1,-1,0.63,2.53,-1.9,4,5,4,5,0.9779800000000002,0.7241379310344828,0.5395256916996047
258:12,258,26,Liverpool,LIV,Sunderland,SUN,A,3,1,0,1,2.53,0.63,1.9,2,1,2,1,1.5539800000000001,1.6166134185303513,1.6746031746031749
252:5,252,26,Brentford,BRE,Arsenal,ARS,H,4,1,1,0,1.51,0.6,0.91,3,2,3,2,1.563646666666667,0.9966996699669967,2.208333333333334
252:1,252,26,Arsenal,ARS,Brentford,BRE,A,3,1,1,0,0.6,1.51,-0.91,3,4,5,5,1.6813133333333334,0.3399433427762039,0.37417218543046354
310:20,310,26,Wolves,WOL,Arsenal,ARS,H,4,2,2,0,0.29,1.6,-1.31,3,5,2,4,0.9876466666666668,0.39999999999999997,0.8281250000000001
310:1,310,26,Arsenal,ARS,Wolves,WOL,A,2,2,2,0,1.6,0.29,1.31,3,1,5,3,1.6813133333333334,0.9065155807365439,1.9482758620689655
261:2,261,27,Aston Villa,AVL,Leeds,LEE,H,2,1,1,0,1.46,1.35,0.10999999999999988,3,3,4,2,1.2467599802249414,1.2977777777777777,0.9333333333333332
261:11,261,27,Leeds,LEE,Aston Villa,AVL,A,4,1,1,0,1.35,1.46,-0.10999999999999988,3,3,3,3,1.4315986899023605,0.9407665505226481,0.8904109589041096
262:5,262,27,Brentford,BRE,Brighton,BHA,H,3,0,2,-2,1.6,1.09,0.51,5,2,5,2,1.5622438511926835,1.056105610561056,1.2155963302752295
262:6,262,27,Brighton,BHA,Brentford,BRE,A,3,2,0,2,1.09,1.6,-0.51,1,4,1,4,1.4548244963539736,0.7543252595155711,0.7374999999999999
263:7,263,27,Chelsea,CHE,Burnley,BUR,H,1,1,1,0,1.99,0.85,1.1400000000000001,3,1,3,2,1.8486954640959095,1.2171253822629968,1.4882352941176473
263:3,263,27,Burnley,BUR,Chelsea,CHE,A,3,1,1,0,0.85,1.99,-1.1400000000000001,3,5,2,3,0.9348244963539735,0.9826589595375722,1.0050251256281406
270:19,270,27,West Ham,WHU,Bournemouth,BOU,H,3,0,0,0,3.27,0.65,2.62,3,1,3,1,1.1625664318378446,3.2537313432835826,2.2230769230769227
270:4,270,27,Bournemouth,BOU,West Ham,WHU,A,3,0,0,0,0.65,3.27,-2.62,3,5,4,5,1.5467599802249417,0.40625,0.40978593272171254
266:13,266,27,Man City,MCI,Newcastle,NEW,H,3,2,1,1,1.35,0.62,0.7300000000000001,2,2,3,3,1.7690180447410706,0.6699751861042185,1.5806451612903225
266:15,266,27,Newcastle,NEW,Man City,MCI,A,5,1,2,-1,0.62,1.35,-0.7300000000000001,4,4,4,4,1.4990180447410701,0.4232081911262799,0.9703703703703703
264:8,264,27,Crystal Palace,CRY,Wolves,WOL,H,1,1,0,1,2.0,1.63,0.3700000000000001,2,2,2,2,1.5435341737733281,1.2861736334405143,0.8496932515337424
264:20,264,27,Wolves,WOL,Crystal Palace,CRY,A,3,0,1,-1,1.63,2.0,-0.3700000000000001,4,4,3,3,0.948423730842912,2.2482758620689656,0.6625000000000001
267:16,267,27,Nott'm Forest,NFO,Liverpool,LIV,H,3,0,1,-1,1.19,1.73,-0.54,4,4,4,4,1.2048244963539734,1.0818181818181818,0.8439306358381503
267:12,267,27,Liverpool,LIV,Nott'm Forest,NFO,A,3,1,0,1,1.73,1.19,0.54,2,2,2,2,1.5857922382894576,1.1054313099041533,0.8865546218487397
268:17,268,27,Sunderland,SUN,Fulham,FUL,H,3,1,3,-2,1.85,1.88,-0.029999999999999805,5,3,5,2,0.9670825608701028,2.1264367816091956,0.726063829787234
268:10,268,27,Fulham,FUL,Sunderland,SUN,A,3,3,1,2,1.88,1.85,0.029999999999999805,1,3,1,3,1.2135341737733285,1.6860986547085202,0.7648648648648648
269:18,269,27,Spurs,TOT,Arsenal,ARS,H,4,1,4,-3,0.76,2.07,-1.3099999999999998,5,5,5,5,1.1022438511926833,0.7378640776699029,0.644927536231884
269:1,269,27,Arsenal,ARS,Spurs,TOT,A,3,4,1,3,2.07,0.76,1.3099999999999998,1,1,1,3,1.6452987308429121,1.1728045325779035,0.7434210526315789
265:9,265,27,Everton,EVE,Man Utd,MUN,H,3,0,1,-1,0.63,1.27,-0.64,4,4,4,3,1.2170825608701028,0.5915492957746479,1.1338582677165354
265:14,265,27,Man Utd,MUN,Everton,EVE,A,3,1,0,1,1.27,0.63,0.64,2,2,2,2,1.6793406253862317,0.8193548387096774,1.8174603174603174
280:20,280,28,Wolves,WOL,Aston Villa,AVL,H,3,2,0,2,0.86,1.03,-0.17000000000000004,1,3,1,2,0.9695476909314549,1.186206896551724,1.2864077669902914
280:2,280,28,Aston Villa,AVL,Wolves,WOL,A,2,0,2,-2,1.03,0.86,0.17000000000000004,5,3,5,2,1.2539085562730627,0.9155555555555556,1.4651162790697674
272:4,272,28,Bournemouth,BOU,Sunderland,SUN,H,2,1,1,0,1.71,1.42,0.29000000000000004,3,2,4,3,1.519221056273063,1.0687499999999999,0.943661971830986
272:17,272,28,Sunderland,SUN,Bournemouth,BOU,A,4,1,1,0,1.42,1.71,-0.29000000000000004,3,4,4,3,0.995158556273063,1.632183908045977,0.7982456140350878
274:3,274,28,Burnley,BUR,Brentford,BRE,H,3,3,4,-1,0.97,2.25,-1.28,4,5,3,4,0.9326585562730628,1.1213872832369942,0.8888888888888888
274:5,274,28,Brentford,BRE,Burnley,BUR,A,2,4,3,1,2.25,0.97,1.28,2,1,2,1,1.563908556273063,1.4851485148514851,1.3659793814432992
277:12,277,28,Liverpool,LIV,West Ham,WHU,H,2,5,2,3,1.84,1.86,-0.020000000000000018,1,3,1,4,1.5907835562730628,1.1757188498402558,0.5672043010752689
277:19,277,28,West Ham,WHU,Liverpool,LIV,A,4,2,5,-3,1.86,1.84,0.020000000000000018,5,3,5,2,1.2289085562730628,1.8507462686567167,0.7853260869565216
279:15,279,28,Newcastle,NEW,Everton,EVE,H,3,2,3,-1,1.03,2.13,-1.0999999999999999,4,5,4,4,1.4720335562730624,0.7030716723549489,0.6150234741784039
279:9,279,28,Everton,EVE,Newcastle,NEW,A,3,3,2,1,2.13,1.03,1.0999999999999999,2,1,2,1,1.199221056273063,2.0,1.3980582524271843
276:11,276,28,Leeds,LEE,Man City,MCI,H,4,0,1,-1,1.49,2.0,-0.51,4,4,4,4,1.4295335562730627,1.038327526132404,0.65
276:13,276,28,Man City,MCI,Leeds,LEE,A,3,1,0,1,2.0,1.49,0.51,2,2,3,3,1.756408556273063,0.9925558312655088,0.6577181208053691
273:6,273,28,Brighton,BHA,Nott'm Forest,NFO,H,3,2,1,1,1.31,0.93,0.38,2,2,2,3,1.443908556273063,0.9065743944636679,1.268817204301075
273:16,273,28,Nott'm Forest,NFO,Brighton,BHA,A,4,1,2,-1,0.93,1.31,-0.38,4,4,4,3,1.2048460562730627,0.8454545454545455,1.114503816793893
275:10,275,28,Fulham,FUL,Spurs,TOT,H,3,2,1,1,2.14,0.88,1.2600000000000002,2,1,2,1,1.234846056273063,1.9192825112107625,1.6079545454545454
275:18,275,28,Spurs,TOT,Fulham,FUL,A,3,1,2,-1,0.88,2.14,-1.2600000000000002,4,5,4,4,1.092033556273063,0.8543689320388349,0.6238317757009345
278:14,278,28,Man Utd,MUN,Crystal Palace,CRY,H,3,2,1,1,2.05,0.38,1.67,2,1,2,1,1.667033556273063,1.3225806451612903,3.013157894736842
278:8,278,28,Crystal Palace,CRY,Man Utd,MUN,A,4,1,2,-1,0.38,2.05,-1.67,4,5,4,5,1.5582835562730624,0.24437299035369772,0.675609756097561
271:1,271,28,Arsenal,ARS,Chelsea,CHE,H,3,2,1,1,1.13,1.05,0.07999999999999985,2,3,3,4,1.658638600022364,0.640226628895184,0.5380952380952381
271:7,271,28,Chelsea,CHE,Arsenal,ARS,A,5,1,2,-1,1.05,1.13,-0.07999999999999985,4,3,4,3,1.8535960562730631,0.6422018348623854,1.1194690265486729
282:4,282,29,Bournemouth,BOU,Brentford,BRE,H,3,0,0,0,1.92,0.4,1.52,3,1,4,1,1.5252286207268417,1.2,3.35
282:5,282,29,Brentford,BRE,Bournemouth,BOU,A,4,0,0,0,0.4,1.92,-1.52,3,5,3,5,1.5849255904238113,0.264026402640264,0.6901041666666667
284:9,284,29,Everton,EVE,Burnley,BUR,H,1,2,0,2,1.3,0.79,0.51,1,2,1,2,1.2276528631510841,1.2206572769953052,1.8227848101265822
284:3,284,29,Burnley,BUR,Everton,EVE,A,3,0,2,-2,0.79,1.3,-0.51,5,4,4,2,0.9340164995147202,0.9132947976878614,1.5384615384615383
286:11,286,29,Leeds,LEE,Sunderland,SUN,H,2,0,1,-1,1.15,0.86,0.2899999999999999,4,2,5,3,1.4315922570904778,0.8013937282229964,1.5116279069767442
286:17,286,29,Sunderland,SUN,Leeds,LEE,A,3,1,0,1,0.86,1.15,-0.2899999999999999,2,4,2,3,1.0082589237571447,0.9885057471264368,1.1869565217391305
290:20,290,29,Wolves,WOL,Liverpool,LIV,H,3,2,1,1,0.44,1.9,-1.46,2,5,1,4,0.9665454259995814,0.6068965517241379,0.6973684210526317
290:12,290,29,Liverpool,LIV,Wolves,WOL,A,2,1,2,-1,1.9,0.44,1.46,4,1,5,1,1.598561954060175,1.2140575079872205,2.397727272727273
281:2,281,29,Aston Villa,AVL,Chelsea,CHE,H,3,1,4,-3,0.78,3.6,-2.8200000000000003,5,5,5,5,1.2473498328480537,0.6933333333333334,0.35
281:7,281,29,Chelsea,CHE,Aston Villa,AVL,A,4,4,1,3,3.6,0.78,2.8200000000000003,1,1,1,1,1.829471044969266,2.2018348623853212,1.6217948717948718
283:6,283,29,Brighton,BHA,Arsenal,ARS,H,4,0,1,-1,0.82,0.47,0.35,4,2,5,3,1.4400771055753265,0.5674740484429066,2.5106382978723403
283:1,283,29,Arsenal,ARS,Brighton,BHA,A,4,1,0,1,0.47,0.82,-0.35,2,4,3,5,1.6433101318819345,0.26628895184135976,0.6890243902439024
285:10,285,29,Fulham,FUL,West Ham,WHU,H,2,0,1,-1,0.89,1.09,-0.20000000000000007,4,3,4,3,1.262501347999569,0.7982062780269058,1.2981651376146788
285:19,285,29,West Ham,WHU,Fulham,FUL,A,3,1,0,1,1.09,0.89,0.20000000000000007,2,3,2,2,1.2482589237571446,1.0845771144278609,1.6235955056179774
287:13,287,29,Man City,MCI,Nott'm Forest,NFO,H,3,2,2,0,2.12,0.97,1.1500000000000001,3,1,4,2,1.7640164995147205,1.0521091811414394,1.0103092783505154
287:16,287,29,Nott'm Forest,NFO,Man City,MCI,A,5,2,2,0,0.97,2.12,-1.1500000000000001,3,5,3,4,1.196743772241993,0.8818181818181817,0.6886792452830188
288:15,288,29,Newcastle,NEW,Man Utd,MUN,H,3,2,1,1,2.48,1.48,1.0,2,2,2,2,1.4588649843632049,1.6928327645051195,0.8851351351351352
288:14,288,29,Man Utd,MUN,Newcastle,NEW,A,3,1,2,-1,1.48,2.48,-1.0,4,4,5,5,1.678864984363205,0.9548387096774194,0.4616935483870968
289:18,289,29,Spurs,TOT,Crystal Palace,CRY,H,3,1,3,-2,1.58,1.78,-0.19999999999999996,5,3,5,3,1.085834681332902,1.5339805825242718,0.75
289:8,289,29,Crystal Palace,CRY,Spurs,TOT,A,3,3,1,2,1.78,1.58,0.19999999999999996,1,3,1,3,1.5228043783025988,1.1446945337620578,0.8765822784810127
293:3,293,30,Burnley,BUR,Bournemouth,BOU,H,3,0,0,0,1.4,2.55,-1.15,3,5,2,3,0.929570952092177,1.6184971098265895,0.7843137254901962
293:4,293,30,Bournemouth,BOU,Burnley,BUR,A,2,0,0,0,2.55,1.4,1.15,3,1,4,2,1.5366297756215894,1.5937499999999998,0.9571428571428573
299:17,299,30,Sunderland,SUN,Brighton,BHA,H,3,0,1,-1,0.9,1.68,-0.7799999999999999,4,4,4,4,1.003688599151001,1.0344827586206897,0.8125
299:6,299,30,Brighton,BHA,Sunderland,SUN,A,3,1,0,1,1.68,0.9,0.7799999999999999,2,2,2,2,1.421629775621589,1.1626297577854672,1.3111111111111111
291:1,291,30,Arsenal,ARS,Everton,EVE,H,3,2,0,2,2.7,1.05,1.6500000000000001,1,1,2,2,1.6095832106038293,1.5297450424929178,0.5380952380952381
291:9,291,30,Everton,EVE,Arsenal,ARS,A,5,0,2,-2,1.05,2.7,-1.6500000000000001,5,5,5,5,1.2295709520921771,0.9859154929577466,0.5333333333333333
294:7,294,30,Chelsea,CHE,Newcastle,NEW,H,3,0,1,-1,1.39,1.41,-0.020000000000000018,4,3,4,3,1.8813356579745304,0.8501529051987767,0.897163120567376
294:15,294,30,Newcastle,NEW,Chelsea,CHE,A,3,1,0,1,1.41,1.39,0.020000000000000018,2,3,2,3,1.4886885991510004,0.962457337883959,0.9424460431654678
300:19,300,30,West Ham,WHU,Man City,MCI,H,4,1,1,0,0.54,2.12,-1.58,3,5,3,5,1.243394481503942,0.537313432835821,0.6816037735849055
300:13,300,30,Man City,MCI,West Ham,WHU,A,3,1,1,0,2.12,0.54,1.58,3,1,4,1,1.7742768344451183,1.0521091811414394,1.8148148148148147
295:8,295,30,Crystal Palace,CRY,Leeds,LEE,H,2,0,0,0,0.67,1.12,-0.45000000000000007,3,4,3,4,1.5301591873862943,0.4308681672025723,1.2366071428571428
295:11,295,30,Leeds,LEE,Crystal Palace,CRY,A,3,0,0,0,1.12,0.67,0.45000000000000007,3,2,3,2,1.423100363856883,0.7804878048780488,1.9402985074626866
297:14,297,30,Man Utd,MUN,Aston Villa,AVL,H,3,3,1,2,1.1,1.0,0.10000000000000009,1,3,1,3,1.672806246209824,0.7096774193548387,1.145
297:2,297,30,Aston Villa,AVL,Man Utd,MUN,A,4,1,3,-2,1.0,1.1,-0.10000000000000009,5,3,5,3,1.2333944815039417,0.8888888888888888,1.1454545454545453
298:16,298,30,Nott'm Forest,NFO,Fulham,FUL,H,3,0,0,0,0.95,1.03,-0.08000000000000007,3,3,3,3,1.189865069739236,0.8636363636363635,1.4174757281553398
298:10,298,30,Fulham,FUL,Nott'm Forest,NFO,A,3,0,0,0,1.03,0.95,0.08000000000000007,3,3,3,2,1.2513356579745305,0.9237668161434978,1.4894736842105265
296:12,296,30,Liverpool,LIV,Spurs,TOT,H,3,1,1,0,1.7,1.18,0.52,3,2,4,3,1.6072180109157068,1.0862619808306708,0.8940677966101697
296:18,296,30,Spurs,TOT,Liverpool,LIV,A,4,1,1,0,1.18,1.7,-0.52,3,4,3,4,1.100159187386295,1.145631067961165,0.7852941176470588
292:5,292,30,Brentford,BRE,Wolves,WOL,H,1,2,2,0,2.56,1.39,1.1700000000000002,3,1,3,2,1.549865069739236,1.6897689768976896,0.9532374100719426
292:20,292,30,Wolves,WOL,Brentford,BRE,A,3,2,2,0,1.39,2.56,-1.1700000000000002,3,5,2,4,0.9512974963181149,1.9172413793103447,0.5175781250000001
302:4,302,31,Bournemouth,BOU,Man Utd,MUN,H,3,2,2,0,1.8,1.77,0.030000000000000027,3,3,4,3,1.565777408637874,1.125,0.7570621468926554
302:14,302,31,Man Utd,MUN,Bournemouth,BOU,A,4,2,2,0,1.77,1.8,-0.030000000000000027,3,3,4,4,1.6566345514950165,1.1419354838709677,0.6361111111111111
303:6,303,31,Brighton,BHA,Liverpool,LIV,H,3,2,1,1,2.17,1.03,1.14,2,1,2,1,1.4292059800664454,1.5017301038062285,1.145631067961165
303:12,303,31,Liverpool,LIV,Brighton,BHA,A,4,1,2,-1,1.03,2.17,-1.14,4,5,5,5,1.610063122923588,0.65814696485623,0.4861751152073734
305:10,305,31,Fulham,FUL,Burnley,BUR,H,1,3,1,2,3.15,1.24,1.91,1,1,1,1,1.2452059800664455,2.8251121076233185,1.1411290322580645
305:3,305,31,Burnley,BUR,Fulham,FUL,A,3,1,3,-2,1.24,3.15,-1.91,5,5,5,4,0.943205980066445,1.4335260115606936,0.6349206349206349
304:9,304,31,Everton,EVE,Chelsea,CHE,H,3,3,0,3,1.18,0.93,0.2499999999999999,1,3,1,2,1.2246345514950165,1.107981220657277,1.5483870967741935
304:7,304,31,Chelsea,CHE,Everton,EVE,A,3,0,3,-3,0.93,1.18,-0.2499999999999999,5,3,5,4,1.8674916943521598,0.5688073394495413,1.072033898305085
306:11,306,31,Leeds,LEE,Brentford,BRE,H,3,0,0,0,0.52,0.46,0.06,3,3,3,3,1.4146345514950163,0.3623693379790941,2.8260869565217392
